r_m,depth_km,sigma_S_m,eps_r
4.121746480961923953e+05,1.325225351903807677e+03,5.535384910758210653e-02,6.500000000000000000e+00
4.156529298597194720e+05,1.321747070140280584e+03,5.529740213904857371e-02,6.500000000000000000e+00
4.191312116232463159e+05,1.318268788376753719e+03,5.524101273218976621e-02,6.500000000000000000e+00
4.226094933867733926e+05,1.314790506613226626e+03,5.518468082830726984e-02,6.500000000000000000e+00
4.260877751503004692e+05,1.311312224849699533e+03,5.512840636876258082e-02,6.500000000000000000e+00
4.295660569138275459e+05,1.307833943086172440e+03,5.507218929497691151e-02,6.500000000000000000e+00
4.330443386773546226e+05,1.304355661322645346e+03,5.501602954843130833e-02,6.500000000000000000e+00
4.365226204408816993e+05,1.300877379559118253e+03,5.495992707066639504e-02,6.500000000000000000e+00
4.400009022044085432e+05,1.297399097795591388e+03,5.490388180328249768e-02,6.500000000000000000e+00
4.434791839679356199e+05,1.293920816032064295e+03,5.484789368793942937e-02,6.500000000000000000e+00
4.469574657314626966e+05,1.290442534268537202e+03,5.479196266635651125e-02,6.500000000000000000e+00
4.504357474949900061e+05,1.286964252505009881e+03,5.473608868031253072e-02,6.500000000000000000e+00
4.539140292585170828e+05,1.283485970741483015e+03,5.468027167164560276e-02,6.500000000000000000e+00
4.573923110220441595e+05,1.280007688977955922e+03,5.462451158225316294e-02,6.500000000000000000e+00
4.608705927855710033e+05,1.276529407214429057e+03,5.456880835409192582e-02,6.500000000000000000e+00
4.643488745490980800e+05,1.273051125450901964e+03,5.451316192917775305e-02,6.500000000000000000e+00
4.678271563126251567e+05,1.269572843687374871e+03,5.445757224958565346e-02,6.500000000000000000e+00
4.713054380761522334e+05,1.266094561923847778e+03,5.440203925744972746e-02,6.500000000000000000e+00
4.747837198396793101e+05,1.262616280160320684e+03,5.434656289496305609e-02,6.500000000000000000e+00
4.782620016032063868e+05,1.259137998396793591e+03,5.429114310437767321e-02,6.500000000000000000e+00
4.817402833667332307e+05,1.255659716633266726e+03,5.423577982800450309e-02,6.500000000000000000e+00
